data	cnpj_loja	nome_loja	qtd cupom	valor venda	qtd venda
15/11/2019	389368000200	Loja 2	37	590.45	53.92
15/11/2019	389368000200	Loja 2	57	453.36	12.33
15/11/2019	389368000200	Loja 2	58	238.9	63.25
14/11/2019	389368000200	Loja 2	80	533.33	163
19/11/2019	389368000200	Loja 2	53	853.26	55.21
19/11/2019	389368000200	Loja 2	13	189.62	46
18/11/2019	389368000200	Loja 2	17	281.23	27.56
15/11/2019	389368000200	Loja 2	28	63.96	32
14/11/2019	389368000200	Loja 2	49	2026.86	749.42
18/11/2019	389368000200	Loja 2	31	174.65	35
18/11/2019	389368000200	Loja 2	64	1320.92	509.16
14/11/2019	389368000200	Loja 2	48	384.75	10.4
18/11/2019	389368000200	Loja 2	45	875.17	161.62
18/11/2019	389368000200	Loja 2	60	247.38	62.9
15/11/2019	389368000200	Loja 2	26	753.43	71.59
15/11/2019	389368000200	Loja 2	60	359.5	129
15/11/2019	389368000200	Loja 2	66	526.4	107.4
19/11/2019	389368000200	Loja 2	59	118.62	44.7
19/11/2019	389368000200	Loja 2	86	634.79	215.83
15/11/2019	389368000200	Loja 2	52	228.03	81.86
19/11/2019	389368000200	Loja 2	77	300.78	17.94
19/11/2019	389368000200	Loja 2	11	394.29	24.78
19/11/2019	389368000200	Loja 2	27	329.97	111
14/11/2019	389368000200	Loja 2	63	1742.12	260.82
14/11/2019	389368000200	Loja 2	19	161.49	41.28
18/11/2019	389368000200	Loja 2	70	2264.29	696.38
15/11/2019	389368000200	Loja 2	44	381.07	53
15/11/2019	389368000200	Loja 2	96	395.4	44.2
14/11/2019	389368000200	Loja 2	44	534.13	179
18/11/2019	389368000200	Loja 2	30	447.38	152
18/11/2019	389368000200	Loja 2	21	140.13	81
18/11/2019	389368000200	Loja 2	62	352.32	118
15/11/2019	389368000200	Loja 2	27	1125.05	39.57
15/11/2019	389368000200	Loja 2	49	1839.73	872
18/11/2019	389368000200	Loja 2	49	716.34	103.5
15/11/2019	389368000200	Loja 2	32	135.66	34
19/11/2019	389368000200	Loja 2	63	737.26	288.33
14/11/2019	389368000200	Loja 2	42	632.02	212
15/11/2019	389368000200	Loja 2	75	175.64	58.98
19/11/2019	389368000200	Loja 2	39	331.07	8.99
14/11/2019	389368000200	Loja 2	56	379.29	97.25
14/11/2019	389368000200	Loja 2	58	256.34	85.95
19/11/2019	389368000200	Loja 2	54	269.28	67.96
18/11/2019	389368000200	Loja 2	26	224.52	30
14/11/2019	389368000200	Loja 2	26	125.36	28
15/11/2019	389368000200	Loja 2	77	1041.62	1043.12
18/11/2019	389368000200	Loja 2	44	576.66	52.66
19/11/2019	389368000200	Loja 2	42	371.43	63.31
19/11/2019	389368000200	Loja 2	67	566.6	146.69
15/11/2019	389368000200	Loja 2	41	229.42	92.22
14/11/2019	389368000200	Loja 2	72	280.22	80.69
14/11/2019	389368000200	Loja 2	21	1226.98	61.67
18/11/2019	389368000200	Loja 2	88	198.23	66.54
18/11/2019	389368000200	Loja 2	43	189.06	31.68
14/12/2019	389368000200	Loja 2	9	3598.5	389.03
14/12/2019	389368000200	Loja 2	5	3150.14	678.85
28/12/2019	389368000200	Loja 2	4	3245.43	515.53
23/12/2019	389368000200	Loja 2	6	3508.83	484.08
23/12/2019	389368000200	Loja 2	25	777.74	97.89
16/12/2019	389368000200	Loja 2	5	2567.64	602.13
28/12/2019	389368000200	Loja 2	32	194.55	48.89
9/12/2019	389368000200	Loja 2	14	1052.61	153.17
14/12/2019	389368000200	Loja 2	15	1497.98	103.84
23/12/2019	389368000200	Loja 2	15	2293.01	175.06
21/12/2019	389368000200	Loja 2	18	112.47	39
9/12/2019	389368000200	Loja 2	6	2942.34	638.61
14/12/2019	389368000200	Loja 2	8	1940.09	295.07
9/12/2019	389368000200	Loja 2	12	1602.25	155.24
23/12/2019	389368000200	Loja 2	7	4086.49	545.55
21/12/2019	389368000200	Loja 2	8	2826.15	351.45
21/12/2019	389368000200	Loja 2	10	3007.32	715.31
21/12/2019	389368000200	Loja 2	11	176.91	70
27/12/2019	389368000200	Loja 2	11	1796.6	145.96
21/12/2019	389368000200	Loja 2	12	504.65	85.12
27/12/2019	389368000200	Loja 2	5	2648.61	434.39
9/12/2019	389368000200	Loja 2	23	486.73	54.38
14/12/2019	389368000200	Loja 2	20	1702.71	687.58
14/12/2019	389368000200	Loja 2	10	1775.17	381.79
14/12/2019	389368000200	Loja 2	11	2027.15	350.13
27/12/2019	389368000200	Loja 2	39	98.35	35.43
14/12/2019	389368000200	Loja 2	19	1732.57	237.51
23/12/2019	389368000200	Loja 2	10	2598.87	349.14
21/12/2019	389368000200	Loja 2	7	5031.98	604.69
9/12/2019	389368000200	Loja 2	7	1099.65	331.74
14/12/2019	389368000200	Loja 2	48	937.98	721.68
23/12/2019	389368000200	Loja 2	14	1934.25	199.05
28/12/2019	389368000200	Loja 2	11	1030.63	136.04
9/12/2019	389368000200	Loja 2	8	2354.05	429.6
28/12/2019	389368000200	Loja 2	16	802.23	277.25
21/12/2019	389368000200	Loja 2	16	1280.81	93.33
21/12/2019	389368000200	Loja 2	27	266.17	107.67
9/12/2019	389368000200	Loja 2	17	169.46	88.22
9/12/2019	389368000200	Loja 2	38	133.35	8.93
23/12/2019	389368000200	Loja 2	35	1119.78	251.15
21/12/2019	389368000200	Loja 2	14	2681.91	204.45
14/12/2019	389368000200	Loja 2	44	187.64	37.82
16/12/2019	389368000200	Loja 2	18	608.44	133.86
16/12/2019	389368000200	Loja 2	46	526.77	161
9/12/2019	389368000200	Loja 2	15	1517.09	255.91
28/12/2019	389368000200	Loja 2	20	313.27	63.29
21/12/2019	389368000200	Loja 2	17	1170.95	138.53
23/12/2019	389368000200	Loja 2	22	448.28	29
21/12/2019	389368000200	Loja 2	9	2106.68	404.08
23/12/2019	389368000200	Loja 2	13	2456.21	472.13
23/12/2019	389368000200	Loja 2	28	533.31	83.26
27/12/2019	389368000200	Loja 2	17	439.97	89.08
14/12/2019	389368000200	Loja 2	31	833.62	93.89
14/12/2019	389368000200	Loja 2	27	731.93	52.55
14/12/2019	389368000200	Loja 2	13	298.56	103
16/12/2019	389368000200	Loja 2	9	2884	429.7
21/12/2019	389368000200	Loja 2	13	1098.81	196
16/12/2019	389368000200	Loja 2	13	427.85	59.43
14/12/2019	389368000200	Loja 2	32	314.64	68.68
14/12/2019	389368000200	Loja 2	14	1035.23	177.58
23/12/2019	389368000200	Loja 2	12	642.9	68.61
21/12/2019	389368000200	Loja 2	37	492.17	183
23/12/2019	389368000200	Loja 2	11	1405.91	227.95
23/12/2019	389368000200	Loja 2	37	311.97	77.86
28/12/2019	389368000200	Loja 2	13	692.28	104.61
28/12/2019	389368000200	Loja 2	18	1264.97	412.93
16/12/2019	389368000200	Loja 2	17	723.08	92.23
14/12/2019	389368000200	Loja 2	16	736.73	111.86
21/12/2019	389368000200	Loja 2	23	1577.12	213.52
27/12/2019	389368000200	Loja 2	9	912.86	157.22
21/12/2019	389368000200	Loja 2	15	696.8	102.82
9/12/2019	389368000200	Loja 2	19	197.68	165.77
16/12/2019	389368000200	Loja 2	61	240.01	30.21
16/12/2019	389368000200	Loja 2	10	1760.96	185.26
9/12/2019	389368000200	Loja 2	16	1025.57	182.72
27/12/2019	389368000200	Loja 2	30	225.44	10.41
9/12/2019	389368000200	Loja 2	42	993.47	71.86
16/12/2019	389368000200	Loja 2	12	1032.64	187.76
28/12/2019	389368000200	Loja 2	21	293.91	14.68
27/12/2019	389368000200	Loja 2	14	67.39	31
27/12/2019	389368000200	Loja 2	44	178.36	44.9
23/12/2019	389368000200	Loja 2	18	1787.65	732.62
16/12/2019	389368000200	Loja 2	31	78.83	24.45
9/12/2019	389368000200	Loja 2	13	1306.59	219.7
28/12/2019	389368000200	Loja 2	10	809.95	103.6
23/12/2019	389368000200	Loja 2	19	352.61	105.67
16/12/2019	389368000200	Loja 2	29	1240.3	155.14
16/12/2019	389368000200	Loja 2	24	576.01	280.22
21/12/2019	389368000200	Loja 2	36	363.44	56
21/12/2019	389368000200	Loja 2	32	845.4	157.24
14/12/2019	389368000200	Loja 2	17	660.22	60
23/12/2019	389368000200	Loja 2	23	352.54	17.8
16/12/2019	389368000200	Loja 2	16	558.17	25.12
21/12/2019	389368000200	Loja 2	20	440.11	70.82
28/12/2019	389368000200	Loja 2	17	99.67	25
9/12/2019	389368000200	Loja 2	18	350.38	52
28/12/2019	389368000200	Loja 2	26	335.46	59.57
28/12/2019	389368000200	Loja 2	9	1039.24	123.46
14/12/2019	389368000200	Loja 2	22	1077.49	298.41
9/12/2019	389368000200	Loja 2	48	200.87	25.22
21/12/2019	389368000200	Loja 2	19	271.39	67.21
14/12/2019	389368000200	Loja 2	50	684.23	151.33
16/12/2019	389368000200	Loja 2	22	316.08	76.45
9/12/2019	389368000200	Loja 2	21	42.29	12.04
23/12/2019	389368000200	Loja 2	32	222.07	102
14/12/2019	389368000200	Loja 2	21	1144.96	170.42
21/12/2019	389368000200	Loja 2	44	101.49	40.92
14/12/2019	389368000200	Loja 2	25	1193.79	365.23
9/12/2019	389368000200	Loja 2	26	145.99	39.95
23/12/2019	389368000200	Loja 2	16	4289.46	1274.61
14/12/2019	389368000200	Loja 2	18	1105.38	364.79
28/12/2019	389368000200	Loja 2	58	151.8	54.62
14/12/2019	389368000200	Loja 2	38	68.04	19.08
16/12/2019	389368000200	Loja 2	26	313.58	81.98
28/12/2019	389368000200	Loja 2	12	745.12	58.06
16/12/2019	389368000200	Loja 2	14	467.73	89.45
28/12/2019	389368000200	Loja 2	14	1083.33	79.56
14/12/2019	389368000200	Loja 2	57	432.35	131
23/12/2019	389368000200	Loja 2	39	281.53	47
21/12/2019	389368000200	Loja 2	22	522.98	119.17
28/12/2019	389368000200	Loja 2	15	1402.47	130.15
14/12/2019	389368000200	Loja 2	26	307.29	71
16/12/2019	389368000200	Loja 2	41	340.62	89.41
27/12/2019	389368000200	Loja 2	18	179.24	61
27/12/2019	389368000200	Loja 2	12	565.23	49.51
27/12/2019	389368000200	Loja 2	40	437.06	163
27/12/2019	389368000200	Loja 2	31	307.56	44
27/12/2019	389368000200	Loja 2	54	186.36	23.34
9/12/2019	389368000200	Loja 2	37	191.73	55.17
9/12/2019	389368000200	Loja 2	32	324.75	108.95
14/12/2019	389368000200	Loja 2	74	261.8	32.77
9/12/2019	389368000200	Loja 2	24	295.53	59
9/12/2019	389368000200	Loja 2	44	328.07	97
14/12/2019	389368000200	Loja 2	24	317.05	45.05
9/12/2019	389368000200	Loja 2	33	343.43	115
14/12/2019	389368000200	Loja 2	34	1244.43	113.44
23/12/2019	389368000200	Loja 2	17	258.93	89
16/12/2019	389368000200	Loja 2	19	1367.38	119.14
9/12/2019	389368000200	Loja 2	22	225.54	31
23/12/2019	389368000200	Loja 2	47	645.77	93
14/12/2019	389368000200	Loja 2	23	481.53	162.29
27/12/2019	389368000200	Loja 2	29	802.38	89.79
21/12/2019	389368000200	Loja 2	21	932.92	77.17
27/12/2019	389368000200	Loja 2	20	39.92	20
21/12/2019	389368000200	Loja 2	46	196.1	56.32
27/12/2019	389368000200	Loja 2	15	194.62	26.67
21/12/2019	389368000200	Loja 2	30	470.36	372.86
9/12/2019	389368000200	Loja 2	30	175.78	29.45
16/12/2019	389368000200	Loja 2	20	977.5	123.63
14/12/2019	389368000200	Loja 2	29	580	18.72
23/12/2019	389368000200	Loja 2	51	204.25	25.64
28/12/2019	389368000200	Loja 2	31	480.88	95.55
16/12/2019	389368000200	Loja 2	15	488.33	124.66
27/12/2019	389368000200	Loja 2	34	83.03	33.45
23/12/2019	389368000200	Loja 2	38	297.14	88
27/12/2019	389368000200	Loja 2	13	479.64	151.94
16/12/2019	389368000200	Loja 2	48	157.4	50.48
28/12/2019	389368000200	Loja 2	55	176.67	22.09
16/12/2019	389368000200	Loja 2	21	132.67	44.68
9/12/2019	389368000200	Loja 2	55	122.73	47.75
28/12/2019	389368000200	Loja 2	19	325.72	325.72
16/12/2019	389368000200	Loja 2	40	108.65	41.3
28/12/2019	389368000200	Loja 2	22	182.76	45.88
28/12/2019	389368000200	Loja 2	37	230.52	68
23/12/2019	389368000200	Loja 2	20	892.11	237.13
28/12/2019	389368000200	Loja 2	29	170.8	61.02
28/12/2019	389368000200	Loja 2	27	143.78	41.29
27/12/2019	389368000200	Loja 2	36	177.18	35.71
14/12/2019	389368000200	Loja 2	47	99.21	35.65
23/12/2019	389368000200	Loja 2	27	176.26	34
21/12/2019	389368000200	Loja 2	35	294.51	41
9/12/2019	389368000200	Loja 2	25	134.73	27
9/12/2019	389368000200	Loja 2	36	250.66	11.62
21/12/2019	389368000200	Loja 2	31	2073.96	1054
27/12/2019	389368000200	Loja 2	22	31.29	11.69
14/12/2019	389368000200	Loja 2	43	926.32	154.87
27/12/2019	389368000200	Loja 2	35	285.86	85
27/12/2019	389368000200	Loja 2	16	366.85	366.85
21/12/2019	389368000200	Loja 2	53	194.73	24.41
23/12/2019	389368000200	Loja 2	45	356.42	89.65
23/12/2019	389368000200	Loja 2	26	196.01	36.18
28/12/2019	389368000200	Loja 2	25	115.06	23.23
21/12/2019	389368000200	Loja 2	39	249.55	64.4
16/12/2019	389368000200	Loja 2	25	112.92	18.9
27/12/2019	389368000200	Loja 2	27	241.04	60.62
21/12/2019	389368000200	Loja 2	49	483.69	143
9/12/2019	389368000200	Loja 2	39	149.71	36.13
16/12/2019	438718000308	Loja 3	1	1941.81	468.64
15/11/2019	438718000308	Loja 3	1	2684.57	632.33
9/12/2019	438718000308	Loja 3	15	59.06	12.23
21/12/2019	438718000308	Loja 3	2	1468.73	379.23
21/12/2019	438718000308	Loja 3	1	3135.58	672.09
19/11/2019	438718000308	Loja 3	1	2196.4	522.3
9/12/2019	438718000308	Loja 3	3	834.8	179.99
14/11/2019	438718000308	Loja 3	9	124.66	26.16
18/11/2019	438718000308	Loja 3	1	2473.37	552.71
16/12/2019	438718000308	Loja 3	4	322.49	104.35
9/12/2019	438718000308	Loja 3	4	310.3	83.73
28/12/2019	438718000308	Loja 3	2	1562.82	360.75
23/12/2019	438718000308	Loja 3	1	2432.8	546.63
14/11/2019	438718000308	Loja 3	1	2468.43	575.4
14/11/2019	438718000308	Loja 3	2	1226.02	278.94
9/12/2019	438718000308	Loja 3	5	542.78	111.38
28/12/2019	438718000308	Loja 3	6	780.96	145.06
14/11/2019	438718000308	Loja 3	6	306.88	49.18
14/12/2019	438718000308	Loja 3	1	2548.2	588.17
15/11/2019	438718000308	Loja 3	4	654.43	154.93
9/12/2019	438718000308	Loja 3	2	1107.78	276.55
21/12/2019	438718000308	Loja 3	10	329.09	33.85
19/11/2019	438718000308	Loja 3	2	1023.49	289.94
18/11/2019	438718000308	Loja 3	7	281.02	36.15
15/11/2019	438718000308	Loja 3	9	416.88	116.77
9/12/2019	438718000308	Loja 3	7	724.96	121
15/11/2019	438718000308	Loja 3	2	1502.56	380.27
28/12/2019	438718000308	Loja 3	1	3164.76	631.62
18/11/2019	438718000308	Loja 3	13	15.84	16
27/12/2019	438718000308	Loja 3	1	2306.74	539.44
18/11/2019	438718000308	Loja 3	3	872.96	193.55
23/12/2019	438718000308	Loja 3	2	1178.69	293.64
14/11/2019	438718000308	Loja 3	13	77.18	8.83
27/12/2019	438718000308	Loja 3	2	1105.45	270.74
14/11/2019	438718000308	Loja 3	8	235.96	68.86
15/11/2019	438718000308	Loja 3	3	959.99	198.86
28/12/2019	438718000308	Loja 3	5	632.3	65.73
19/11/2019	438718000308	Loja 3	6	458.56	73.29
19/11/2019	438718000308	Loja 3	9	255.45	45.43
9/12/2019	438718000308	Loja 3	1	2112.49	502.18
14/12/2019	438718000308	Loja 3	7	794.34	68.09
28/12/2019	438718000308	Loja 3	41	250.62	8.5
28/12/2019	438718000308	Loja 3	4	796.44	189.15
27/12/2019	438718000308	Loja 3	5	265.04	88.39
14/12/2019	438718000308	Loja 3	4	585.79	131.86
19/11/2019	438718000308	Loja 3	10	187.46	58.48
15/11/2019	438718000308	Loja 3	5	461.81	113.8
16/12/2019	438718000308	Loja 3	5	294.89	81.4
21/12/2019	438718000308	Loja 3	4	823.86	169.92
14/12/2019	438718000308	Loja 3	2	1594.68	420.59
23/12/2019	438718000308	Loja 3	4	637.41	151.75
18/11/2019	438718000308	Loja 3	2	1209.97	328.69
14/11/2019	438718000308	Loja 3	3	1043.94	272.17
19/11/2019	438718000308	Loja 3	5	352.49	80
21/12/2019	438718000308	Loja 3	3	1256.28	280.27
16/12/2019	438718000308	Loja 3	2	1190.33	278.29
14/12/2019	438718000308	Loja 3	3	971.34	213.29
18/11/2019	438718000308	Loja 3	10	139.73	41.36
23/12/2019	438718000308	Loja 3	7	411.73	114.11
14/12/2019	438718000308	Loja 3	38	44.55	45
21/12/2019	438718000308	Loja 3	6	335.9	117.41
19/11/2019	438718000308	Loja 3	7	241.82	37.93
15/11/2019	438718000308	Loja 3	12	257.13	94.93
9/12/2019	438718000308	Loja 3	6	347.59	103.4
14/12/2019	438718000308	Loja 3	10	527.91	48.15
16/12/2019	438718000308	Loja 3	13	164.89	43.01
14/12/2019	438718000308	Loja 3	5	543.79	106.21
15/11/2019	438718000308	Loja 3	8	312.98	46.77
23/12/2019	438718000308	Loja 3	3	614.75	164.39
23/12/2019	438718000308	Loja 3	5	239.06	65.86
16/12/2019	438718000308	Loja 3	3	785.06	153.14
28/12/2019	438718000308	Loja 3	3	1021.68	207.86
27/12/2019	438718000308	Loja 3	6	341.81	71.23
21/12/2019	438718000308	Loja 3	18	450.1	50.93
27/12/2019	438718000308	Loja 3	3	822.18	186.99
9/12/2019	438718000308	Loja 3	33	124.46	5.94
16/12/2019	438718000308	Loja 3	7	218.46	11.13
9/12/2019	438718000308	Loja 3	14	120.34	34.03
28/12/2019	438718000308	Loja 3	9	197.16	37.45
9/12/2019	438718000308	Loja 3	11	37.49	1.82
21/12/2019	438718000308	Loja 3	15	48	16
28/12/2019	438718000308	Loja 3	12	108	26.11
23/12/2019	438718000308	Loja 3	8	389.1	50.19
14/12/2019	438718000308	Loja 3	11	133.71	36.77
27/12/2019	438718000308	Loja 3	11	74.78	9.45
18/11/2019	438718000308	Loja 3	4	550.82	192.72
19/11/2019	438718000308	Loja 3	4	468.64	106.72
18/11/2019	438718000308	Loja 3	6	231.58	56.14
15/11/2019	438718000308	Loja 3	10	603.32	77.01
16/12/2019	438718000308	Loja 3	6	270.96	61.24
14/11/2019	438718000308	Loja 3	4	343.86	62.85
9/12/2019	438718000308	Loja 3	13	126.94	40
15/11/2019	438718000308	Loja 3	6	473.64	84.59
23/12/2019	438718000308	Loja 3	18	105.03	11.55
9/12/2019	438718000308	Loja 3	8	187.01	47.7
21/12/2019	438718000308	Loja 3	5	872.75	132.31
23/12/2019	438718000308	Loja 3	6	504.61	102.15
27/12/2019	438718000308	Loja 3	8	205.57	100
16/12/2019	438718000308	Loja 3	141	380.73	47.72
27/12/2019	438718000308	Loja 3	13	110.5	18.48
14/12/2019	438718000308	Loja 3	40	196.65	69
28/12/2019	438718000308	Loja 3	8	230.08	46.71
28/12/2019	438718000308	Loja 3	14	116.97	24.51
14/12/2019	438718000308	Loja 3	18	567.67	181.65
14/12/2019	438718000308	Loja 3	9	158.8	69.19
27/12/2019	438718000308	Loja 3	10	117.87	14.72
14/12/2019	438718000308	Loja 3	8	185.79	41.26
16/12/2019	438718000308	Loja 3	10	104.38	17.77
21/12/2019	438718000308	Loja 3	14	31.84	16
21/12/2019	438718000308	Loja 3	7	481.74	100.41
28/12/2019	438718000308	Loja 3	7	246.84	61.8
27/12/2019	438718000308	Loja 3	4	582.86	143.68
28/12/2019	438718000308	Loja 3	13	60.78	8.77
16/12/2019	438718000308	Loja 3	16	222.74	13.93
21/12/2019	438718000308	Loja 3	13	235.54	32.28
16/12/2019	438718000308	Loja 3	22	65.8	28
28/12/2019	438718000308	Loja 3	25	580.35	265
14/12/2019	438718000308	Loja 3	12	107.37	46.99
9/12/2019	438718000308	Loja 3	23	140.43	57
23/12/2019	438718000308	Loja 3	19	180.72	67.78
21/12/2019	438718000308	Loja 3	8	230.15	65.55
16/12/2019	438718000308	Loja 3	17	92.45	44.83
14/12/2019	438718000308	Loja 3	184	575.77	72.18
21/12/2019	438718000308	Loja 3	25	135.62	4.69
23/12/2019	438718000308	Loja 3	11	177.06	31.63
16/12/2019	438718000308	Loja 3	29	116.85	41
28/12/2019	438718000308	Loja 3	11	148.37	70
14/12/2019	438718000308	Loja 3	27	86.71	5.13
21/12/2019	438718000308	Loja 3	19	474.53	215
14/12/2019	438718000308	Loja 3	46	320.4	10.8
14/12/2019	438718000308	Loja 3	20	65.62	3.14
14/12/2019	438718000308	Loja 3	31	65.67	33
21/12/2019	438718000308	Loja 3	11	269.48	25.46
16/12/2019	438718000308	Loja 3	14	131.36	20.03
21/12/2019	438718000308	Loja 3	9	812.05	84.13
21/12/2019	438718000308	Loja 3	23	31.49	9.88
14/12/2019	438718000308	Loja 3	15	184.14	62.19
9/12/2019	438718000308	Loja 3	153	414.22	51.89
9/12/2019	438718000308	Loja 3	9	267.56	30.41
23/12/2019	438718000308	Loja 3	16	57.78	21.74
21/12/2019	438718000308	Loja 3	16	370.99	127.59
16/12/2019	438718000308	Loja 3	8	182.29	38.72
14/12/2019	438718000308	Loja 3	6	750.22	60.75
9/12/2019	438718000308	Loja 3	10	14.66	4.91
15/11/2019	438718000308	Loja 3	7	371.36	23.37
14/11/2019	438718000308	Loja 3	5	366.58	91.08
23/12/2019	438718000308	Loja 3	17	135.81	6.9
19/11/2019	438718000308	Loja 3	3	518.72	118.47
14/12/2019	438718000308	Loja 3	13	117.94	5.34
15/11/2019	438718000308	Loja 3	21	77.96	7.13
14/11/2019	438718000308	Loja 3	7	159.51	63.44
15/11/2019	438718000308	Loja 3	14	206.24	29.08
18/11/2019	438718000308	Loja 3	25	138.25	4.85
21/12/2019	438718000308	Loja 3	27	83.71	15.43
18/11/2019	438718000308	Loja 3	18	98.4	12.14
14/11/2019	438718000308	Loja 3	17	61.27	18.57
14/11/2019	438718000308	Loja 3	21	65.31	3.33
9/12/2019	438718000308	Loja 3	12	42.1	18
28/12/2019	438718000308	Loja 3	16	119.4	45
18/11/2019	438718000308	Loja 3	19	64.18	3.06
14/11/2019	438718000308	Loja 3	32	185.04	6.5
15/11/2019	438718000308	Loja 3	15	245.08	26.99
14/11/2019	438718000308	Loja 3	25	49.75	25
14/11/2019	438718000308	Loja 3	38	208.08	72
23/12/2019	438718000308	Loja 3	15	92.9	3.63
19/11/2019	438718000308	Loja 3	8	246.63	47.53
16/12/2019	438718000308	Loja 3	19	97.56	3.31
27/12/2019	438718000308	Loja 3	7	192.54	40.53
16/12/2019	438718000308	Loja 3	23	70.45	3.37
19/11/2019	438718000308	Loja 3	30	97.49	4.65
19/11/2019	438718000308	Loja 3	28	159.49	5.59
15/11/2019	438718000308	Loja 3	48	270.97	9.47
15/11/2019	438718000308	Loja 3	35	75.62	38
14/11/2019	438718000308	Loja 3	10	399.27	53.39
18/11/2019	438718000308	Loja 3	5	407.17	102.94
19/11/2019	438718000308	Loja 3	13	89.22	8.08
18/11/2019	438718000308	Loja 3	8	444.4	51.92
18/11/2019	438718000308	Loja 3	14	157.25	59.64
15/11/2019	438718000308	Loja 3	236	743.76	93.11
14/11/2019	438718000308	Loja 3	15	56.65	18.95
19/11/2019	438718000308	Loja 3	176	472.94	59.23
15/11/2019	438718000308	Loja 3	13	233.4	26.75
19/11/2019	438718000308	Loja 3	24	55.72	28
19/11/2019	438718000308	Loja 3	16	73.28	22.23
19/11/2019	438718000308	Loja 3	15	99.71	5.86
15/11/2019	438718000308	Loja 3	23	199.32	34.49
18/11/2019	438718000308	Loja 3	12	55.44	36
14/11/2019	438718000308	Loja 3	12	108.13	7
19/11/2019	438718000308	Loja 3	18	57.57	4.43
14/11/2019	438718000308	Loja 3	20	27.23	9.11
18/11/2019	438718000308	Loja 3	9	328.8	35.94
18/11/2019	438718000308	Loja 3	16	63.14	2.12
15/11/2019	438718000308	Loja 3	11	60.08	15.79
18/11/2019	438718000308	Loja 3	48	254.32	88
14/11/2019	438718000308	Loja 3	162	434.03	54.45
19/11/2019	438718000308	Loja 3	22	139.03	37.46
19/11/2019	438718000308	Loja 3	12	85.57	5.96
15/11/2019	438718000308	Loja 3	17	205.99	29.38
15/11/2019	438718000308	Loja 3	18	39.21	8.94
28/12/2019	438718000308	Loja 3	18	222.49	36.03
21/12/2019	438718000308	Loja 3	21	67.47	3.98
21/12/2019	438718000308	Loja 3	37	225.96	108
27/12/2019	438718000308	Loja 3	170	468.47	58.65
21/12/2019	438718000308	Loja 3	26	346.95	67.73
23/12/2019	438718000308	Loja 3	9	76.98	22
27/12/2019	438718000308	Loja 3	14	209.76	63.85
9/12/2019	438718000308	Loja 3	16	123.61	34.02
21/12/2019	438718000308	Loja 3	38	143.33	6.81
21/12/2019	438718000308	Loja 3	72	390.07	13.19
23/12/2019	438718000308	Loja 3	159	426.68	53.52
28/12/2019	438718000308	Loja 3	10	53.43	1.4
16/12/2019	438718000308	Loja 3	9	74.79	21
27/12/2019	438718000308	Loja 3	18	176.6	68
28/12/2019	438718000308	Loja 3	28	111.15	39
23/12/2019	438718000308	Loja 3	29	202.98	102
21/12/2019	438718000308	Loja 3	205	654.92	81.95
28/12/2019	438718000308	Loja 3	194	558.11	69.93
16/12/2019	438718000308	Loja 3	12	25.87	13
27/12/2019	438718000308	Loja 3	12	13.86	14
27/12/2019	438718000308	Loja 3	20	65.64	3.12
14/12/2019	438718000308	Loja 3	28	68.33	15.53
27/12/2019	438718000308	Loja 3	9	412.38	31.95
14/12/2019	438718000308	Loja 3	16	87.84	16
28/12/2019	438718000308	Loja 3	32	106.82	5.1
23/12/2019	438718000308	Loja 3	30	245.38	8.29
23/12/2019	438718000308	Loja 3	23	26.73	27
27/12/2019	438718000308	Loja 3	30	166.1	5.58
28/12/2019	438718000308	Loja 3	21	25.74	26
28/12/2019	438718000308	Loja 3	20	74.21	4.33
28/12/2019	438718000308	Loja 3	24	49.75	25
9/12/2019	438718000308	Loja 3	27	159.02	5.5
21/12/2019	438718000308	Loja 3	12	34.77	1.52
21/12/2019	438718000308	Loja 3	20	31.15	10.41
28/12/2019	438718000308	Loja 3	15	111.84	16
23/12/2019	438718000308	Loja 3	12	79.8	20
9/12/2019	438718000308	Loja 3	29	81.95	5.12
19/11/2019	438718000308	Loja 3	56	219.64	76
15/11/2019	438718000308	Loja 3	52	216.75	75
19/11/2019	438718000308	Loja 3	23	25.74	26
15/11/2019	438718000308	Loja 3	16	67.96	5.23
15/11/2019	438718000308	Loja 3	19	55.68	18.64
18/11/2019	438718000308	Loja 3	153	394.27	49.42
18/11/2019	438718000308	Loja 3	20	33.02	11.05
18/11/2019	438718000308	Loja 3	27	53.73	27
19/11/2019	438718000308	Loja 3	11	20.86	14
17/12/2019	276780000320	Loja 1	1	3619.6	279
7/12/2019	276780000320	Loja 1	1	4216.25	302
20/12/2019	276780000320	Loja 1	1	4219.82	245
17/12/2019	276780000320	Loja 1	2	639.7	90
19/12/2019	276780000320	Loja 1	1	5306.91	292
24/12/2019	276780000320	Loja 1	1	2319.1	165
1/12/2019	276780000320	Loja 1	2	1020.7	72
22/12/2019	276780000320	Loja 1	1	3505.11	232
15/12/2019	276780000320	Loja 1	1	3183.91	206
20/12/2019	276780000320	Loja 1	5	46.25	5
10/12/2019	276780000320	Loja 1	1	4147.16	266
10/12/2019	276780000320	Loja 1	2	1332.95	103
5/12/2019	276780000320	Loja 1	1	2580.11	205
24/12/2019	276780000320	Loja 1	2	350.7	39
1/12/2019	276780000320	Loja 1	1	3523.93	200
7/12/2019	276780000320	Loja 1	2	1728	177
5/12/2019	276780000320	Loja 1	2	887.3	85
